Name,Predicted_Global_Sales,Actual_Global_Sales,,,,,
SoulCalibur III,1.069969699,1.07,,3.03012E-05,,,
Golden Sun: The Lost Age,1.219712086,1.22,,0.000287914,,,
Twisted Metal,1.560352251,1.56,,-0.000352251,,,
Nobunaga no Yabou: Souzou,0.060484812,0.06,,-0.000484812,,,
Street Fighter Alpha 3,0.150317878,0.15,,-0.000317878,,,
Top Spin,0.460046247,0.46,,-4.62466E-05,,,
The Sims 2,0.390189737,0.39,,-0.000189737,,,
Touhou Genso Rondo: Bullet Ballet,0.020564176,0.02,,-0.000564176,,,
James Bond 007: Blood Stone,0.060922392,0.06,,-0.000922392,,,
Pikmin 3,1.119858876,1.11,,-0.009858876,,,
XI Coliseum,0.010870844,0.01,,-0.000870844,,,
LEGO Rock Band,0.559986643,0.56,,1.33565E-05,,,
Everybody Dance,0.120632865,0.12,,-0.000632865,,,
15 Days,0.010296986,0.01,,-0.000296986,,,
Black Cat,0.010453768,0.01,,-0.000453768,,,
Hellgate: London,0.019772306,0.02,,0.000227694,,,
Country Dance,0.670126125,0.66,,-0.010126125,,,
Boxing,0.070126109,0.07,,-0.000126109,,,
Brave Story: Boku no Kioku to Negai,0.020037621,0.02,,-3.76213E-05,,,
Oshare Majo Love and Berry: DS Collection,1.010257483,1.01,,-0.000257483,,,
Cars Mater-National Championship,0.500241414,0.49,,-0.010241414,,,
River Raid II,0.510664836,0.51,,-0.000664836,,,
Micro Machines V4,0.010224484,0.01,,-0.000224484,,,
Carnival Games: Mini Golf,1.550112285,1.56,,0.009887715,,,
Ring of Red,0.110674001,0.11,,-0.000674001,,,
Alien,0.790407375,0.79,,-0.000407375,,,
Darkwatch,0.220372312,0.21,,-0.010372312,,,
Tiger Woods PGA Tour 08,0.390233122,0.39,,-0.000233122,,,
Custom Beat Battle: Draglade 2,0.030124076,0.03,,-0.000124076,,,
Who Wants to be a Millionaire: 1st Edition,0.030387193,0.03,,-0.000387193,,,
MLB 06: The Show,0.350115463,0.35,,-0.000115463,,,
Sentimental Graffiti 2,0.080139868,0.08,,-0.000139868,,,
Project Sylpheed: Arc of Deception,0.160641961,0.15,,-0.010641961,,,
The Legend of Spyro: A New Beginning,0.200491861,0.19,,-0.010491861,,,
"Warhammer 40,000: Space Marine",0.210434347,0.2,,-0.010434347,,,
Battlefield: Bad Company 2,3.469889693,3.47,,0.000110307,,,
Bomberman 64,1.0407888,1.04,,-0.0007888,,,
Chess,0.100484163,0.09,,-0.010484163,,,
Resident Evil Archives: Resident Evil Zero,0.230266415,0.24,,0.009733585,,,
Dance Central 3,0.810348116,0.81,,-0.000348116,,,
Puzzler Brain Games,0.660787672,0.66,,-0.000787672,,,
The Sims 2: Pets,0.270501278,0.27,,-0.000501278,,,
Pro Evolution Soccer 2016,0.779949747,0.79,,0.010050253,,,
Diner Dash: Sizzle & Serve,0.380835295,0.38,,-0.000835295,,,
Mega Man X Collection,0.130184077,0.13,,-0.000184077,,,
Prince of Persia: Warrior Within,1.63994959,1.64,,5.041E-05,,,
Where the Wild Things Are,0.120538495,0.12,,-0.000538495,,,
International Superstar Soccer Deluxe,0.160346247,0.16,,-0.000346247,,,
Bass Strike,0.290243067,0.28,,-0.010243067,,,
Haikyuu!! Tsunage! Itadaki no Keshiki!!,0.070141152,0.07,,-0.000141152,,,
Pirates of the Caribbean: The Curse of the Black Pearl,1.290452436,1.29,,-0.000452436,,,
Pokemon Gold/Pokemon Silver,23.08827034,23.1,,0.011729656,,,
Hannah Montana: Spotlight World Tour,1.380332053,1.39,,0.009667947,,,
Kane & Lynch: Dead Men,0.760631517,0.76,,-0.000631517,,,
Toukiden: The Age of Demons,0.35040056,0.35,,-0.00040056,,,
SD Gundam G Generation 3D,0.160019711,0.16,,-1.97107E-05,,,
Jackass the Game DS,0.070445508,0.07,,-0.000445508,,,
Super Robot Wars OG: The Moon Dwellers,0.0903752,0.09,,-0.0003752,,,
NASCAR 99,1.53037291,1.52,,-0.01037291,,,
Tom Clancy's Ghost Recon Advanced Warfighter 2,1.030680463,1.03,,-0.000680463,,,
Operation Abyss: New Tokyo Legacy,0.089829214,0.1,,0.010170786,,,
Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 13: Shinseiki Evangelion - Yakusoku no Toki,0.040381595,0.04,,-0.000381595,,,
World of Tanks,0.280796811,0.29,,0.009203189,,,
Pony Luv,0.020138375,0.02,,-0.000138375,,,
Ultimate Marvel vs. Capcom 3,0.290083535,0.29,,-8.3535E-05,,,
SingStar Pop Edition,0.210371256,0.21,,-0.000371256,,,
The Legend of Zelda: The Wind Waker,4.609605744,4.6,,-0.009605744,,,
New Prince of Tennis: Go to the Top,0.050448649,0.05,,-0.000448649,,,
Just Dance 2016,0.310178891,0.32,,0.009821109,,,
Harry Potter and the Prisoner of Azkaban,0.19023554,0.19,,-0.00023554,,,
Super Robot Taisen: Scramble Commander the 2nd,0.040487371,0.04,,-0.000487371,,,
Otogirisou,0.160129637,0.16,,-0.000129637,,,
Where's Waldo? The Fantastic Journey,0.179939248,0.19,,0.010060752,,,
Madden NFL 11,2.679849669,2.69,,0.010150331,,,
Army Men: Soldiers of Misfortune,0.130573101,0.13,,-0.000573101,,,
Mobile Suit Gundam Seed Destiny: Rengou vs. Z.A.F.T. II Plus,0.490634575,0.49,,-0.000634575,,,
Game Party 3,1.680610612,1.68,,-0.000610612,,,
Tribes: Aerial Assault,0.230792448,0.23,,-0.000792448,,,
Treasure Report: Kikai Jikake no Isan,0.050143711,0.05,,-0.000143711,,,
Batman: Arkham Asylum,3.479950525,3.48,,4.94751E-05,,,
The Legend of Heroes: Trails of Cold Steel,0.230177,0.23,,-0.000177,,,
SpongeBob's Truth or Square (US sales),0.420431092,0.42,,-0.000431092,,,
Bully: Scholarship Edition,0.510486566,0.5,,-0.010486566,,,
Need For Speed: Undercover,1.420015775,1.4,,-0.020015775,,,
The Sims 2: Castaway,0.790115066,0.79,,-0.000115066,,,
The Legend of Zelda: The Minish Cap,1.429936484,1.42,,-0.009936484,,,
NBA Live 2004,2.019992903,2.03,,0.010007097,,,
Grand Theft Auto IV,10.99892847,11.01,,0.011071528,,,
Crazy Climber,0.220443226,0.22,,-0.000443226,,,
Tales of the Abyss,0.570109308,0.57,,-0.000109308,,,
Legend of the Dragon,0.060302749,0.06,,-0.000302749,,,
BloodRayne,0.110540949,0.11,,-0.000540949,,,
NHL Slapshot,0.410143673,0.42,,0.009856327,,,
NASCAR: Dirt to Daytona,0.57033699,0.58,,0.00966301,,,
Prince of Stride,0.020147547,0.02,,-0.000147547,,,
Future Tactics: The Uprising,0.070617303,0.07,,-0.000617303,,,
Shox,0.100363001,0.09,,-0.010363001,,,
Marvel: Ultimate Alliance 2,0.410092853,0.41,,-9.2853E-05,,,
Xblaze: Lost Memories,0.009954713,0.01,,4.52867E-05,,,
Big Beach Sports 2,0.220156066,0.23,,0.009843934,,,
Carmen Sandiego: The Secret of the Stolen Drums,0.030355282,0.02,,-0.010355282,,,
Gallop Racer 2000,0.120346531,0.12,,-0.000346531,,,
Age of Mythology: The Titans,0.040620565,0.04,,-0.000620565,,,
Van Helsing,0.180503458,0.18,,-0.000503458,,,
PDC World Championship Darts: Pro Tour,0.100355774,0.1,,-0.000355774,,,
A Boy and His Blob,0.200296246,0.21,,0.009703754,,,
Kouchuu Ouja Mushi King: Greatest Champion e no Michi DS,0.190430731,0.19,,-0.000430731,,,
Medal of Honor Heroes,2.640385523,2.65,,0.009614477,,,
All-Star Baseball 2002,0.220240779,0.22,,-0.000240779,,,
LEGO Harry Potter: Years 1-4,0.030337974,0.03,,-0.000337974,,,
Wonder Project J2: Koruro no Mori no Josette,0.160294779,0.16,,-0.000294779,,,
Tottadoo! Yoiko no Mujintou Seikatsu,0.190125793,0.19,,-0.000125793,,,
Fashion Studio: Paris Collection,0.140178137,0.14,,-0.000178137,,,
RC Revenge Pro,0.160308994,0.17,,0.009691006,,,
Captain America: Super Soldier,0.080681577,0.08,,-0.000681577,,,
Generator Rex: Agent of Providence,0.080248065,0.08,,-0.000248065,,,
Clannad,0.040144987,0.04,,-0.000144987,,,
J-League Excite Stage '96,0.190342404,0.19,,-0.000342404,,,
Code R,0.020147547,0.02,,-0.000147547,,,
Need for Speed: Shift,2.64979212,2.65,,0.00020788,,,
Madden NFL 16,2.419967152,2.42,,3.28478E-05,,,
DC Universe Online,0.51996652,0.51,,-0.00996652,,,
Sly 3: Honor Among Thieves,0.830103219,0.83,,-0.000103219,,,
Dragon's Lair,0.020558864,0.02,,-0.000558864,,,
Ridge Racer 7,1.360000074,1.36,,-7.39097E-08,,,
Command & Conquer: Red Alert 3 Ultimate Edition,0.35045024,0.35,,-0.00045024,,,
Corpse Party: Back to School Edition,0.060141139,0.06,,-0.000141139,,,
Driver 2,4.730373971,4.73,,-0.000373971,,,
Dino Crisis,2.410245851,2.41,,-0.000245851,,,
Cabela's Dangerous Hunts 2,0.040482596,0.03,,-0.010482596,,,
Second Sight,0.140109792,0.14,,-0.000109792,,,
Ultimate NES Remix,0.260301195,0.27,,0.009698805,,,
Lunar: Silver Star Harmony,0.240145825,0.24,,-0.000145825,,,
Saturday Night Speedway,0.210233092,0.2,,-0.010233092,,,
Adventures of Lolo,0.060868695,0.06,,-0.000868695,,,
R.B.I. Baseball 2016,0.010366149,0.01,,-0.000366149,,,
Thor: God of Thunder,0.140438147,0.14,,-0.000438147,,,
Red Bull BC One,0.090248063,0.09,,-0.000248063,,,
Tom Clancy's Splinter Cell,0.240617581,0.23,,-0.010617581,,,
Lucian Bee's: Justice Yellow / Evil Violet,0.070141152,0.07,,-0.000141152,,,
Warhammer: The End Times - Vermintide,0.040448688,0.04,,-0.000448688,,,
Valkyrie Profile: Lenneth,0.360032685,0.36,,-3.26851E-05,,,
Hatsune Miku: Project Diva Extend,0.330344491,0.33,,-0.000344491,,,
GunGriffon Blaze,0.10052073,0.11,,0.00947927,,,
Harry Potter and the Order of the Phoenix,0.030348346,0.04,,0.009651654,,,
Crisis Core: Final Fantasy VII,3.169472121,3.18,,0.010527879,,,
NHL 2K6,0.220140062,0.21,,-0.010140062,,,
Stunt GP,0.050341569,0.05,,-0.000341569,,,
Secret Files: Tunguska,0.050395407,0.05,,-0.000395407,,,
Freddi Fish: Kelp Seed Mystery,0.059951633,0.07,,0.010048367,,,
Naruto: Clash of Ninja Revolution 2,0.390233755,0.38,,-0.010233755,,,
Senjou no Waltz,0.030146264,0.03,,-0.000146264,,,
The Sims,0.420526266,0.42,,-0.000526266,,,
Reel Fishing Paradise 3D,0.190268345,0.19,,-0.000268345,,,
Aliens: Colonial Marines,0.770326979,0.77,,-0.000326979,,,
Rhythm Heaven,0.890275806,0.88,,-0.010275806,,,
Cho~ricchi! Tamagotchi no Puchi Puchi Omisecchi,0.070446089,0.07,,-0.000446089,,,
Jikkyou Powerful Pro Yakyuu 2014,0.120351359,0.12,,-0.000351359,,,
Jikkyou Powerful Pro Yakyuu Next,0.080356479,0.08,,-0.000356479,,,
Rock Band Country Track Pack,0.200166628,0.19,,-0.010166628,,,
Pirates PlundArrr,0.020379558,0.02,,-0.000379558,,,
Animal Crossing: City Folk,4.619510598,4.62,,0.000489402,,,
Tony Hawk: RIDE,0.94016318,0.94,,-0.00016318,,,
Crazy Chicken Tales,0.060254022,0.06,,-0.000254022,,,
Castlevania: Lords of Shadow - Reverie,0.030447789,0.03,,-0.000447789,,,
Mario Party DS,8.909292273,8.91,,0.000707727,,,
Yu-Gi-Oh! The Duelists of the Roses,2.370151766,2.38,,0.009848234,,,
Smash Court Tennis 3,0.040154316,0.04,,-0.000154316,,,
LEGO Jurassic World,0.870187365,0.87,,-0.000187365,,,
Deadpool,0.300330974,0.29,,-0.010330974,,,
The BIGS 2,0.050168812,0.05,,-0.000168812,,,
Hakuouki: Zuisouroku Portable,0.090138592,0.09,,-0.000138592,,,
Dave Mirra Freestyle BMX 2,0.190324284,0.19,,-0.000324284,,,
Saints Row: The Third,2.459832162,2.47,,0.010167838,,,
Shadows of the Damned,0.270035088,0.27,,-3.50881E-05,,,
NCIS,0.130334355,0.14,,0.009665645,,,
Hello Kitty's Cube Frenzy,0.090863638,0.09,,-0.000863638,,,
USA Today Crossword Challenge,0.120977171,0.12,,-0.000977171,,,
Tongari Boushi to Oshare na Mahou Tsukai,0.240424335,0.24,,-0.000424335,,,
P.T.O. IV: Pacific Theater of Operations,0.080398351,0.08,,-0.000398351,,,
SingStar Chartbreaker,0.03038092,0.03,,-0.00038092,,,
Kelly Slater's Pro Surfer,0.100249112,0.1,,-0.000249112,,,
Dawn of Heroes,0.079980157,0.08,,1.98427E-05,,,
Sly Cooper and the Thievius Raccoonus,1.210258335,1.21,,-0.000258335,,,
Klonoa Beach Volleyball,0.050365321,0.06,,0.009634679,,,
Dora the Explorer: Dora Saves the Mermaids,0.130411953,0.12,,-0.010411953,,,
F1 2011,0.130278185,0.13,,-0.000278185,,,
Supreme Commander 2,0.190125823,0.19,,-0.000125823,,,
Hammerin' Hero,0.070302188,0.07,,-0.000302188,,,
FIFA 12,4.170036718,4.18,,0.009963282,,,
Knockout Kings 2001,0.560269795,0.56,,-0.000269795,,,
Motor Toon Grand Prix (Japan),0.060471714,0.07,,0.009528286,,,
NASCAR Unleashed,0.100273095,0.1,,-0.000273095,,,
007: Quantum of Solace,0.650581665,0.65,,-0.000581665,,,
WWE 2K14,1.140380442,1.14,,-0.000380442,,,
Heart Catch PreCure! Oshare Collection,0.110440969,0.11,,-0.000440969,,,
Naruto: Ultimate Ninja Heroes (JP sales),0.060120232,0.06,,-0.000120232,,,
Prison Architect,0.010560893,0.01,,-0.000560893,,,
Sly Cooper: Thieves in Time,0.550070062,0.54,,-0.010070062,,,
Durarara!! Relay,0.010453768,0.01,,-0.000453768,,,
Konductra,0.020740263,0.02,,-0.000740263,,,
Warriors: Legends of Troy,0.060448296,0.06,,-0.000448296,,,
BIT.TRIP SAGA,0.140217155,0.14,,-0.000217155,,,
The Lord of the Rings: Aragorn's Quest,0.240553699,0.23,,-0.010553699,,,
Ebikore Photo Kano Kiss ,0.030451208,0.03,,-0.000451208,,,
Shadow Hearts: Covenant,0.239982933,0.24,,1.70672E-05,,,
Death Jr.: Root of Evil,0.110796012,0.11,,-0.000796012,,,
Harvest Moon: Boy & Girl,0.090323895,0.09,,-0.000323895,,,
SeaBlade,0.050872728,0.06,,0.009127272,,,
New Interpretation Stranger of Sword City,0.020037621,0.02,,-3.76213E-05,,,
Barbie: Race & Ride,0.590415291,0.59,,-0.000415291,,,
Paws & Claws: Pet Vet,0.100323327,0.1,,-0.000323327,,,
The Mummy Returns,0.500566013,0.5,,-0.000566013,,,
Final Fantasy: The 4 Heroes of Light,0.579641379,0.58,,0.000358621,,,
Doom 3: Resurrection of Evil,0.710361272,0.71,,-0.000361272,,,
Bottom of the 9th,0.140356839,0.14,,-0.000356839,,,
Aliens in the Attic,0.080247343,0.08,,-0.000247343,,,
NCAA Gamebreaker 99,0.450336836,0.45,,-0.000336836,,,
Kidou Senshi Gundam UC,0.100442246,0.1,,-0.000442246,,,
Batman Forever: The Arcade Game,0.030454062,0.03,,-0.000454062,,,
1701 A.D.,0.29009255,0.3,,0.00990745,,,
PhotoKano,0.070141152,0.07,,-0.000141152,,,
Spore Hero,0.400106892,0.4,,-0.000106892,,,
Thrillville,0.200445518,0.2,,-0.000445518,,,
Even in a Game Listen to Me Girls. I Am Your Father!,0.030451208,0.03,,-0.000451208,,,
Final Fantasy Legend III,0.759942941,0.76,,5.70586E-05,,,
Crash Team Racing,4.790024906,4.79,,-2.49064E-05,,,
NBA 2K11,1.799985014,1.8,,1.49861E-05,,,
Junior Brain Trainer 2,0.270174243,0.28,,0.009825757,,,
WWE SmackDown! vs. RAW 2006,0.39018289,0.4,,0.00981711,,,
Kawaii Koinu DS 3,0.020332009,0.02,,-0.000332009,,,
1001 Touch Games,0.310231835,0.31,,-0.000231835,,,
Metal Gear Solid V: The Phantom Pain,0.180238172,0.18,,-0.000238172,,,
Yakuza,0.110440969,0.11,,-0.000440969,,,
Ride 2,0.010265075,0.01,,-0.000265075,,,
Command & Conquer Renegade,0.010697432,0.01,,-0.000697432,,,
Petz Wild Animals: Tigerz,0.560085431,0.56,,-8.54307E-05,,,
Silent Scope,0.030941024,0.03,,-0.000941024,,,
Madden NFL 25,1.870052502,1.87,,-5.25016E-05,,,
Life is Strange,0.130093165,0.13,,-9.31647E-05,,,
"Sesame Street: Ready, Set, Grover!",0.08037661,0.07,,-0.01037661,,,
Terraria,0.090705767,0.09,,-0.000705767,,,
Star Wars: Battlefront II,1.670622326,1.67,,-0.000622326,,,
Dragon Ball: Xenoverse 2,0.200681403,0.2,,-0.000681403,,,
Unreal II: The Awakening,0.220505238,0.21,,-0.010505238,,,
Professor Layton and the Diabolical Box,3.950055204,3.94,,-0.010055204,,,
Armored Core V,0.210362144,0.21,,-0.000362144,,,
Jikkyou Powerful Pro Yakyuu '97 Kaimakuban,0.600270621,0.59,,-0.010270621,,,
Digimon World 4,0.089943722,0.09,,5.62781E-05,,,
Sweet Honey Coming,0.010148823,0.01,,-0.000148823,,,
Juiced 2: Hot Import Nights,0.240706049,0.24,,-0.000706049,,,
MLB 14: The Show,0.430136219,0.43,,-0.000136219,,,
Minecraft,4.319901116,4.32,,9.88838E-05,,,
.hack//G.U. Vol.2//Reminisce (jp sales),0.160019711,0.16,,-1.97107E-05,,,
Gekijouban Macross F: Sayonara no Tsubasa - Hybrid Pack,0.220426895,0.22,,-0.000426895,,,
Medal of Honor,0.490478508,0.49,,-0.000478508,,,
Contrast,0.010731883,0.01,,-0.000731883,,,
Voodoo Chronicles: First Sign,0.020148963,0.02,,-0.000148963,,,
Hot Wheels: Stunt Track Challenge,0.100386828,0.1,,-0.000386828,,,
Metal Gear Rising: Revengeance,0.480104893,0.48,,-0.000104893,,,
NHL Legacy,0.04044722,0.04,,-0.00044722,,,
Fatal Frame: Maiden of Black Water,0.110029727,0.11,,-2.97272E-05,,,
Jeopardy!,0.590330914,0.58,,-0.010330914,,,
Kiniro no Corda 3,0.010148823,0.01,,-0.000148823,,,
Castlevania: Curse of Darkness,0.420185611,0.42,,-0.000185611,,,
Tokyo Xtreme Racer,0.170457639,0.17,,-0.000457639,,,
Mass Effect,2.919287018,2.91,,-0.009287018,,,
Darksiders,1.059819095,1.06,,0.000180905,,,
2010 FIFA World Cup South Africa,0.849887192,0.85,,0.000112808,,,
Super Robot Taisen R,0.260454394,0.26,,-0.000454394,,,
Smart Boy's Toys Club,0.060188241,0.06,,-0.000188241,,,
The Amazing Spider-Man 2 (2014),0.560390078,0.55,,-0.010390078,,,
Game & Watch Gallery 2,1.220308363,1.22,,-0.000308363,,,
NBA Jam 99,0.270352773,0.27,,-0.000352773,,,
Final Fantasy X/X-2 HD Remaster,0.729953058,0.74,,0.010046942,,,
Worldwide Soccer Manager 2008,1.120283104,1.12,,-0.000283104,,,
Hitman: Absolution,2.149961703,2.14,,-0.009961703,,,
Sins of a Solar Empire: Trinity,0.040590294,0.04,,-0.000590294,,,
Infernal: Hell's Vengeance,0.080479637,0.08,,-0.000479637,,,
Mortal Kombat: Deception,0.10999193,0.11,,8.06957E-06,,,
God Eater 2,0.240009472,0.24,,-9.47177E-06,,,
Mega Man Maverick Hunter X,0.310340531,0.31,,-0.000340531,,,
I.Q. Remix+: Intelligent Qube,0.040867001,0.04,,-0.000867001,,,
Stranglehold,0.830221198,0.82,,-0.010221198,,,
Crysis 2,1.28995537,1.29,,4.46299E-05,,,
Minna to Kimi no Piramekino!,0.050380319,0.05,,-0.000380319,,,
Football Manager 2012,0.130343713,0.13,,-0.000343713,,,
Petz Dogz Fashion,0.850063078,0.84,,-0.010063078,,,
Gran Turismo 4,11.64507583,11.66,,0.014924172,,,
Ride,0.100395016,0.1,,-0.000395016,,,
Wacky Races: Crash & Dash,0.29045178,0.3,,0.00954822,,,
Grand Kingdom,0.070231415,0.06,,-0.010231415,,,
Yoostar on MTV,0.080602013,0.07,,-0.010602013,,,
Ford Racing Off Road,0.460373603,0.47,,0.009626397,,,
Fit in Six,0.110159852,0.11,,-0.000159852,,,
Maximum Capacity: Hotel Giant,0.020681858,0.02,,-0.000681858,,,
S.Y.K: Shinsetsu Saiyuuki,0.010148823,0.01,,-0.000148823,,,
Kingdom Hearts,1.739815816,1.74,,0.000184184,,,
Dead Space 3,0.979936361,0.98,,6.36387E-05,,,
Sacred Blaze,0.040487371,0.04,,-0.000487371,,,
J-League Pro Soccer Club o Tsukurou! 6: Pride of J,0.160346247,0.16,,-0.000346247,,,
Scooby-Doo! and the Spooky Swamp,0.370423891,0.37,,-0.000423891,,,
Summoner: A Goddess Reborn,0.050210908,0.05,,-0.000210908,,,
F1 Championship Season 2000,0.160371475,0.16,,-0.000371475,,,
The Legend of Spyro: Dawn of the Dragon,0.440393031,0.44,,-0.000393031,,,
MX vs. ATV Supercross,0.030474924,0.03,,-0.000474924,,,
X-Men: Children of the Atom,0.110119015,0.1,,-0.010119015,,,
Zelda II: The Adventure of Link,4.379778311,4.38,,0.000221689,,,
G.I. Joe: The Rise of Cobra,0.210503884,0.21,,-0.000503884,,,
Rocket League,0.359993629,0.37,,0.010006371,,,
Hakuoki: Demon of the Fleeting Blossom,0.090088591,0.09,,-8.8591E-05,,,
Wheel of Fortune,0.960098051,0.97,,0.009901949,,,
Vampire Moon: The Mystery of the Hidden Sun,0.140026025,0.13,,-0.010026025,,,
NHL 10,0.57007502,0.57,,-7.50202E-05,,,
Ben 10 Omniverse 2,0.020249203,0.02,,-0.000249203,,,
Karaoke Revolution Party,0.060224995,0.07,,0.009775005,,,
Grand Slam Tennis 2,0.230124712,0.23,,-0.000124712,,,
Pro Yakyuu Netsu Star 2006,0.1403488,0.14,,-0.0003488,,,
MotorStorm: Apocalypse,0.480233848,0.48,,-0.000233848,,,
Barbie and Her Sisters Puppy Rescue,0.010338567,0.01,,-0.000338567,,,
Modnation Racers: Road Trip,0.280092008,0.29,,0.009907992,,,
The IdolM@ster: Gravure For You! Vol. 6,0.030451208,0.03,,-0.000451208,,,
Skies of Arcadia,0.090188943,0.09,,-0.000188943,,,
Castlevania: Legacy of Darkness,0.130612336,0.13,,-0.000612336,,,
Zone of the Enders: The 2nd Runner,0.420043766,0.41,,-0.010043766,,,
Midnight Club 3: DUB Edition (America weekly sales),1.280404501,1.29,,0.009595499,,,
Clash of the Titans,0.300571188,0.31,,0.009428812,,,
Mega Man Battle Network 5: Team Colonel / Protoman,0.220032014,0.23,,0.009967986,,,
Monster! Bass Fishing,0.050364599,0.05,,-0.000364599,,,
Top Gun: Combat Zones,0.15022219,0.15,,-0.00022219,,,
Tropico 5,0.120300345,0.12,,-0.000300345,,,
Wall-E,1.02042105,1.01,,-0.01042105,,,
Resident Evil Director's Cut,0.050448649,0.05,,-0.000448649,,,
Disney Universe,0.560206078,0.57,,0.009793922,,,
Melty Blood: Act Cadenza,0.110113837,0.11,,-0.000113837,,,
Speed Zone,0.070357412,0.07,,-0.000357412,,,
The Walking Dead: Season Two,0.24012012,0.25,,0.00987988,,,
Global Defence Force,0.170675516,0.17,,-0.000675516,,,
Classic NES Series: Bomberman,0.260429792,0.26,,-0.000429792,,,
Gladius,0.130570576,0.14,,0.009429424,,,
Mortal Kombat: Shaolin Monks,0.690064788,0.69,,-6.47879E-05,,,
WWE 2K14,1.11028631,1.11,,-0.00028631,,,
Medal of Honor: Underground,0.07100597,0.08,,0.00899403,,,
Kadenz fermata//Akkord:fortissimo,0.020147547,0.02,,-0.000147547,,,
WRC 5: FIA World Rally Championship,0.080360256,0.09,,0.009639744,,,
Rise of the Tomb Raider,0.119847596,0.12,,0.000152404,,,
F1 2011,0.190397173,0.19,,-0.000397173,,,
LEGO Soccer Mania,0.080363609,0.08,,-0.000363609,,,
18 Wheels of Steel: Extreme Trucker,0.020463899,0.02,,-0.000463899,,,
NHL FaceOff 2001,0.240273185,0.23,,-0.010273185,,,
Madden NFL 2002,3.089832686,3.08,,-0.009832686,,,
NCAA Football 13,1.090245374,1.09,,-0.000245374,,,
Major League Baseball 2K9,0.170246683,0.17,,-0.000246683,,,
Captain America: Super Soldier,0.190481633,0.19,,-0.000481633,,,
Rapid Reload,0.100679643,0.09,,-0.010679643,,,
Midnight Club: Street Racing,2.630463861,2.63,,-0.000463861,,,
Infinite Stratos 2: Love and Purge,0.010453768,0.01,,-0.000453768,,,
Imagine: Ice Champions,0.160157003,0.16,,-0.000157003,,,
Cold Fear,0.110155173,0.11,,-0.000155173,,,
Sky Gunner,0.08044713,0.07,,-0.01044713,,,
